BRC code|species|fam|famA|OrdA|NS|CS|RS|Chg|Hght|Len|P1|P2|LF1|LF2|W|Clone1|Clone2|E1|E2|C|NBI|NEur|SBI|SEur|Origin|GB|IR|CI|Tjan|Tjul|Prec|Co|Br Habitats|L|F|R|N|S|Source for max height|Comment on life form|Comment on clonality|Comment on N and S limits in Europe
0920   106|pulsatilla_vulgaris|Ranu|Ranu|Ranu|N||s|-0.5|30.0||p||hc||h|0||7|3|c|0.0|60-65|0.0|<45||69.0|0.0|0.0|3.3|16.0|664.0||7|7.0|3.0|8.0|3.0|0.0|Stace (1997)|||
0920  1630|pyrola_media|Pyro|Eric|Eric|N||s|-1.09|10.0||p||hc||h|Rhiz1||4|4||0.0|>65|0.0|<45||258.0|47.0|0.0|2.2|13.0|1197.0||2, 10|5.0|4.0|5.0|2.0|0.0|CTW (1962) - lf length (lamina + petiole)|||
0920  1631|pyrola_minor|Pyro|Eric|Eric|N||n|-0.55|7.0||p||hc|Ch|h|Rhiz1||4|6||0.0|>65|0.0|<45||558.0|50.0|0.0|2.6|13.9|1089.0||1, 16|5.0|5.0|4.0|2.0|0.0|CTW (1962) - lf length (lamina + petiole)|It seems best to classify it mainly as a wintergreen hemicryptophyte||
0920  5438|pyrola_rotundifolia|Pyro|Eric|Eric|N||s|-0.08|12.0||p||hc||h|Rhiz1||5|4||0.0|>65|0.0|<45||155.0|13.0|2.0|2.9|14.2|1072.0||2, 19|6.0|7.0|7.0|3.0|0.0|CTW (1962) - lf length (lamina + petiole)|||
0920  1633|pyrus_communis_sens.lat.|Rosa|Rosa|Rosa|AR|||1.49|1500.0||p||Ph||w|Root|||||||||Eur?, As1?|781.0|6.0|8.0|3.8|15.9|801.0||1, 3, 17|7.0|5.0|6.0|7.0|0.0|CTW (1962)|||
0920  5479|pyrus_communis_sens.str.|Rosa|Rosa|Rosa|AR||||1500.0||p||Ph||w|Root|||||||||Gard||||||||3, 17|7.0|5.0|6.0|7.0|0.0|CTW (1962)|||
0920  1634|pyrus_cordata|Rosa|Rosa|Rosa||EN|r||400.0||p||Ph||w|Root||7|1||1.0|50-55|0.0|<45||9.0|0.0|0.0|5.4|15.9|1129.0||3|6.0|5.0|5.0|4.0|0.0|Stace (1991)|||
0920  1635|quercus_cerris|Faga|Faga|Faga|AN|||2.32|3500.0||p||Ph||w|0|||||||||Eur|1247.0|42.0|10.0|3.8|15.6|862.0||1, 3, 17|6.0|4.0|6.0|6.0|0.0|CTW (1962)|||
0920  1637|quercus_ilex|Faga|Faga|Faga|AN|||2.37|2500.0||p||Ph||w|0||9|1||||||Eur|802.0|22.0|14.0|4.1|15.9|824.0||1, 17, 19|6.0|3.0|7.0|4.0|1.0|Stace (1991)|||
0920  1638|quercus_petraea|Faga|Faga|Faga|N||n|0.14|3000.0||p||Ph||w|0||7|3||0.0|60-65|0.0|<45||1832.0|549.0|0.0|3.5|14.6|1136.0||1|6.0|6.0|3.0|4.0|0.0|CTW (1962)|||
0920  1640|quercus_robur|Faga|Faga|Faga|N||n|-0.6|3000.0||p||Ph||w|0||7|3||0.0|60-65|0.0|<45||2310.0|663.0|12.0|3.5|14.7|1049.0||1, 3|7.0|5.0|5.0|4.0|0.0|CTW (1962)|||
0920  1641|radiola_linoides|Lina|Lina|Malp|N||n|-0.87|6.0||a||Th||h|0||7|3||1.0|60-65|0.0|<45||548.0|115.0|11.0|4.2|14.7|1061.0||10|8.0|7.0|4.0|2.0|1.0|Stace (1991)|||
0920  1642|ranunculus_acris|Ranu|Ranu|Ranu|N||n|0.3|75.0||p||hc||h|0||3|5||0.0|>65|0.0|<45||2780.0|968.0|13.0|3.5|14.4|1106.0||5, 6|7.0|6.0|6.0|4.0|0.0|Butcher (1961)|||
0920  1643.1|ranunculus_aquatilis|Ranu|Ranu|Ranu|N||n|||90.0|a||Hz||h|0|Irreg|7|3||0.0|>65|0.0|<45||1123.0|157.0|4.0|3.6|15.2|860.0||13, 14|7.0|11.0|7.0|5.0|0.0|Butcher (1961)|||
0920  1643|ranunculus_aquatilis_sens.lat.|Ranu|Ranu|Ranu|N||n|-1.37||90.0|a||Hz||h|0|Irreg|6|3|||||||1830.0|430.0|6.0|3.6|15.3|860.0||13, 14|7.0|11.0|7.0|5.0|0.0|As Ran aquatilis|||
0920  1644|ranunculus_arvensis|Ranu|Ranu|Ranu|AR|||-3.77|60.0||a||Th||h|0||8|4|||||||824.0|2.0|3.0|3.7|15.9|742.0||4|7.0|5.0|7.0|6.0|0.0|Stace (1997)|||
0920  1645|ranunculus_auricomus|Ranu|Ranu|Ranu|N||n|-0.33|40.0||p||hc||h|0||5|3||0.0|>65|0.0|<45||1379.0|226.0|1.0|3.3|15.1|922.0||1|6.0|7.0|6.0|5.0|0.0|Stace (1997)|not obvious why CTW treat it as sometimes a geophyte||
0920  1646|ranunculus_baudotii|Ranu|Ranu|Ranu|N||n|-0.04||60.0|a||Hz||h|0|Node2|8|3||0.0|60-65|0.0|<45||361.0|61.0|5.0|4.4|15.3|905.0||13|7.0|11.0|7.0|6.0|4.0|Butcher (1961)|||
0920  1647|ranunculus_bulbosus|Ranu|Ranu|Ranu|N||n|-0.48|40.0||p||hc||h|0||8|3||0.0|60-65|0.0|<45||2259.0|616.0|14.0|3.6|14.8|1004.0||6, 7|7.0|4.0|7.0|4.0|0.0|Stace (1997)|||
0920  1648|ranunculus_circinatus|Ranu|Ranu|Ranu|N||n|-0.34||75.0|p||Hy||h|Irreg||7|5||0.0|60-65|0.0|<45||575.0|76.0|0.0|3.7|15.8|753.0||13, 14|7.0|12.0|7.0|7.0|0.0|Butcher (1961)|||
0920  1649|ranunculus_ficaria|Ranu|Ranu|Ranu|N||n|0.16|25.0||p||Gn||h|0tb|DRa|8|3||0.0|>65|0.0|<45||2648.0|820.0|14.0|3.6|14.5|1084.0||1, 3|6.0|6.0|6.0|6.0|0.0|Stace (1997)||not much spread by tubers unless ground is dug or disturbed|
0920  1651|ranunculus_flammula|Ranu|Ranu|Ranu|N||n|-0.6|50.0||p||hc|Hy|h|Node1||7|3||0.0|>65|0.0|<45||2651.0|938.0|11.0|3.5|14.4|1122.0||11|7.0|9.0|5.0|3.0|0.0|Stace (1997)|||
0920  1652|ranunculus_fluitans|Ranu|Ranu|Ranu|N||n|1.96||300.0|p||Hy||h|Irreg|Node2|7|3||1.0|55-60|0.0|<45||373.0|3.0|0.0|3.3|15.4|798.0||14|7.0|12.0|7.0|6.0|0.0|"Butcher (1961);  ""may reach 6 m"" (CTW 1962)"|||
0920  1653|ranunculus_hederaceus|Ranu|Ranu|Ranu|N||n|0.1|9.0|23.0|a|p|Hz|Hy|h|0|Node2|8|2||1.0|60-65|0.0|<45||1703.0|551.0|8.0|3.6|14.5|1093.0||11, 13|7.0|10.0|5.0|5.0|0.0|Terrestrial height estimated as 3 times with of lvs;  aquatic length from Butcher (1961)|Normally annual but occasionally perennates (P & C 1994)||
0920  1655|ranunculus_lingua|Ranu|Ranu|Ranu|N||n|1.7|120.0||p||hc|Hy|h|Rhiz2||7|4||0.0|>65|0.0|<45||537.0|210.0|0.0|3.7|15.2|868.0||11|7.0|10.0|6.0|7.0|0.0|Stace (1997)|||
0920  1657|ranunculus_muricatus|Ranu|Ranu|Ranu|AN||||40.0||a||Th||h|0||0|3||||||Eur|18.0|1.0|0.0|5.0|15.6|864.0||4|7.0|4.0|5.0|5.0|0.0|Stace (1997)|||
0920  1654|ranunculus_omiophyllus|Ranu|Ranu|Ranu|N||n|0.52|9.0|25.0|a|p|Hz|Hy|h|0|Node2|8|2||1.0|55-60|0.0|<45||813.0|151.0|1.0|3.7|14.7|1180.0||11|7.0|10.0|5.0|4.0|0.0|CTW (1992) - terrestrial height is 3 x width of lvs|Normally annual but occasionally perennates (P & C 1994)||
0920  1658|ranunculus_ophioglossifolius|Ranu|Ranu|Ranu|N|EN|r||40.0||a||Th||h|0||8|3||0.0|55-60|0.0|<45||4.0|0.0|2.0|4.9|16.5|824.0||13|7.0|8.0|7.0|5.0|0.0|Stace (1997)|||
0920  1650|ranunculus_paludosus|Ranu|Ranu|Ranu|N||o||40.0||p||hc||h|Rhiz1||9|1||0.0|45-50|0.0|<45||0.0|0.0|4.0|6.1|16.9|843.0||6|8.0|7.0|6.0|3.0|0.0|Stace (1991)|root tubers do not make it a geophyte||
0920  1659|ranunculus_parviflorus|Ranu|Ranu|Ranu|N||n|-0.08|40.0||a||Th||h|0||8|2||1.0|50-55|0.0|<45||497.0|0.0|11.0|4.3|16.0|834.0||6|7.0|5.0|6.0|5.0|0.0|Stace (1997)|||
0920  1643.2|ranunculus_peltatus|Ranu|Ranu|Ranu|N||n|||90.0|a||Hz||h|0|Irreg|6|3||0.0|>65|0.0|<45||990.0|151.0|5.0|3.5|15.2|908.0||11, 13, 14|7.0|11.0|5.0|6.0|0.0|Butcher (1961)|||
0920  1643.3|ranunculus_penicillatus|Ranu|Ranu|Ranu|N||n|||180.0|p||Hy||h|Irreg||7|3||0.0|>65|0.0|<45||706.0|284.0|0.0|3.8|15.2|942.0||14|7.0|12.0|8.0|5.0|0.0|Butcher (1961), as R. calcarea|||
0920  1660|ranunculus_repens|Ranu|Ranu|Ranu|N||n|0.55|60.0||p||hc||h|Stol2||5|5||0.0|>65|0.0|<45||2784.0|983.0|14.0|3.5|14.5|1105.0||3, 5, 6|6.0|7.0|6.0|7.0|0.0|Stace (1997)|||
0920  1661|ranunculus_reptans|Ranu|Ranu|Ranu|N|EN|r||10.0||p||hc|Hy|h|Stol2||4|6||0.0|>65|0.0|<45||9.0|0.0|0.0|2.6|13.7|1467.0||13|8.0|9.0|6.0|2.0|0.0|CTW (1962) - half stem length|||
0920  1662|ranunculus_sardous|Ranu|Ranu|Ranu|||n|0.24|45.0||a||Th||h|0||7|3||0.0|55-60|0.0|<45||544.0|0.0|12.0|4.1|15.9|800.0||3, 6, 13|8.0|7.0|6.0|7.0|2.0|CTW (1962)|||
0920  1663|ranunculus_sceleratus|Ranu|Ranu|Ranu|N||n|-0.05|60.0||a||Th||h|0||5|6||0.0|>65|0.0|<45||1492.0|353.0|6.0|3.8|15.4|861.0||11, 13, 14|8.0|8.0|8.0|8.0|2.0|CTW (1962)|||
0920  1664|ranunculus_trichophyllus|Ranu|Ranu|Ranu|N||n|-0.07||60.0|a||Hz||h|0|Irreg|3|6||0.0|>65|0.0|<45||1121.0|259.0|6.0|3.7|15.2|861.0||11, 13|7.0|12.0|6.0|6.0|0.0|Butcher (1961)|||
0920  1665|ranunculus_tripartitus|Ranu|Ranu|Ranu|N|VU|s|-1.09|9.0|25.0|a|p|Hz||h|0||8|1||0.0|50-55|0.0|<45||79.0|1.0|0.0|5.2|15.8|1024.0||13|9.0|10.0|6.0|3.0|0.0|as R. omiophyllus|Normally an annual under field conditions (P & C 1994)||
0920  5481|raphanus_raphanistrum|Bras|Bras|Bras|N||n|-1.39|70.0||a|p|Th|hc|h|0||8|3||1.0|55-60|0.0|<45||1862.0|259.0|13.0|4.6|15.0|1079.0||4, 19|7.0|5.0|6.0|6.0|0.0|Average of subspecies|ssp. raphanistrum annual, ssp. maritimus biennial or perennial||
0920  1666|raphanus_raphanistrum_subsp.maritimus|Bras|Bras|Bras|N||n||80.0||b|p|hc||h|0||9|1|||||||325.0|108.0|13.0|4.7|15.1|1093.0||19|7.0|4.0|7.0|5.0|3.0|CTW (1962)|||
0920  1667|raphanus_raphanistrum_subsp.raphanistrum|Bras|Bras|Bras|AR||||60.0||a||Th||h|0||8|3|||||||1797.0|237.0|8.0|3.6|15.0|941.0||4|7.0|5.0|6.0|6.0|0.0|CTW (1962)|||
0920  1672|reseda_lutea|Rese|Rese|Bras|||n|0.39|75.0||p||hc||h|0||8|3||1.0|55-60|0.0|<45||1276.0|0.0|7.0|3.6|15.7|808.0||3|7.0|4.0|7.0|5.0|0.0|Stace (1997)|||
0920  1673|reseda_luteola|Rese|Rese|Bras|AR|||0.69|150.0||b||hc||h|0||8|4|||||||1660.0|428.0|12.0|3.8|15.3|879.0||3, 17|7.0|4.0|8.0|6.0|0.0|Stace (1997) - biggest ones in Cambridge to 2.2 m (MOH personal observation)|||
0920  1675|rhamnus_cathartica|Rham|Rham|Rosa|N||n|-0.04|600.0||p||Ph||w|0||7|4||0.0|60-65|0.0|<45||857.0|88.0|0.0|3.6|15.8|783.0||1, 3|7.0|5.0|7.0|6.0|0.0|CTW (1962)|||
0920  1683|rhinanthus_angustifolius|Scro|Orob|Lami|AN|||-0.1|60.0||a||Th||h|0||5|4||||||Eur, As1|90.0|0.0|0.0|3.1|14.6|809.0||3, 4, 7|7.0|6.0|7.0|2.0|0.0|Stace (1997)|||
0920  1678|rhinanthus_minor|Scro|Orob|Lami|N||n|-0.49|50.0||a||Th||h|0||5|3||0.0|>65|0.0|<45||2629.0|850.0|6.0|3.5|14.4|1115.0||6|7.0|5.0|6.0|4.0|0.0|Stace (1997)|||
0920  1687|rhododendron_ponticum|Eric|Eric|Eric|AN|||1.83|500.0||p||Ph||w|0|Node1||||||||Eur|1966.0|507.0|6.0|3.5|14.6|1111.0||1, 10, 16|5.0|5.0|3.0|3.0|0.0|Stace (1991)|||
0920  1691|rhynchospora_alba|Cype|Cype|Poal|N||n|-0.43|30.0||p||hc||h|Rhiz1||5|6||0.0|>65|0.0|<45||624.0|407.0|0.0|3.6|14.0|1400.0||12|8.0|9.0|2.0|1.0|0.0|Butcher (1961) = Aeschimann & Burdet (1994)||pseudoannual;  1(-2-3) overwintering buds produced  from meristems behind basal leaf sheaths (Ohlson & Malmer, 1990, Oikos, 58, 100-108).|
0920  1692|rhynchospora_fusca|Cype|Cype|Poal|N||s|0.02|30.0||p||hc||h|Rhiz2||5|2||0.0|>65|0.0|<45||46.0|94.0|0.0|4.4|14.7|1205.0||12|9.0|9.0|3.0|1.0|0.0|Stace (1997)|||
0920  1693|ribes_alpinum|Gros|Gros|Saxi|N||s|0.45|200.0||p||Pn|Ph|w|0||4|3||0.0|60-65|0.0|<45||50.0|0.0|0.0|2.3|14.2|1084.0||1, 3, 16|5.0|5.0|8.0|6.0|0.0|Stace (1997)|||
0920  1694|ribes_nigrum|Gros|Gros|Saxi|AN|||1.76|200.0||p||Pn||w|0||5|4||||||Eur, As1|1749.0|213.0|2.0|3.4|14.9|995.0||1, 3, 14|5.0|9.0|6.0|6.0|0.0|Stace (1997)|||
0920  1696|ribes_rubrum|Gros|Gros|Saxi|||n|1.79|200.0||p||Pn||w|0||7|2|||||||1874.0|0.0|2.0|3.3|15.1|944.0||1|5.0|7.0|7.0|6.0|0.0|Stace (1997)|||
0920  1695|ribes_spicatum|Gros|Gros|Saxi|N||s|-0.12|200.0||p||Pn||w|0||5|3|c|0.0|>65|0.0|45-50||118.0|0.0|0.0|2.0|13.2|1095.0||1, 16|4.0|6.0|7.0|6.0|0.0|Stace (1997)|||
0920  1697|ribes_uva_crispa|Gros|Gros|Saxi|AN|||0.72|100.0||p||Pn||w|0||7|3||||||Eur|2130.0|312.0|4.0|3.4|14.8|1006.0||1, 3|5.0|5.0|7.0|6.0|0.0|Stace (1997)|||
0920  1698|robinia_pseudoacacia|Faba|Faba|Faba|AN||||2700.0||p||Ph||w|Root|||||||||Am6|566.0|1.0|4.0|3.7|16.0|748.0||3, 17|7.0|4.0|6.0|6.0|0.0|CTW (1962)|||
0920  1700|romulea_columnae|Irid|Irid|Aspa|N|VU|r||6.0||p||Gn||h|0tb||9|1||1.0|50-55|0.0|<45||2.0|0.0|14.0|6.2|16.5|842.0|Co|18, 19|9.0|4.0|5.0|2.0|0.0|Sell & Murrell 1996 - 70% of lf length||Producing offsets freely (CTW)|
0920  1701|rorippa_amphibia|Bras|Bras|Bras|N||n|0.03|120.0||p||Hy|hc|h|Node1||7|5||0.0|>65|0.0|<45||562.0|179.0|0.0|3.7|15.7|772.0||11, 13, 14|8.0|10.0|7.0|8.0|0.0|Rich (1991)|||
0920  2546|rorippa_islandica|Bras|Bras|Bras|N||s||30.0||a|b|Th|hc|h|0||4|4||0.0|>65|0.0|<45||41.0|29.0|0.0|4.0|14.1|1266.0||13|8.0|8.0|7.0|6.0|0.0|Rich (1991)|||
0920  1346|nasturtium_microphyllum|Bras|Bras|Bras|N||n||30.0|60.0|p||Hy|Ch|h|Node2||?|?||1.0|55-60|0.0|<45||1135.0|398.0|4.0|3.7|15.0|932.0||13, 14|7.0|10.0|7.0|6.0|0.0|Same as R. nast-aquat|does not die back to basal buds but retains loose structure||
0920  1347|nasturtium_officinale|Bras|Bras|Bras|N||n||30.0|60.0|p||Hy|Ch|h|Node2||8|4||1.0|55-60|0.0|<45||1678.0|581.0|4.0|3.9|15.0|988.0||13, 14|7.0|10.0|7.0|7.0|0.0|Submerged length as in Rich (1991);  emergent length estimated as half of this|does not die back to basal buds but retains loose structure||
0920  1348|rorippa_nasturtium_aquaticum_agg.|Bras|Bras|Bras|N||n|-0.56|30.0|60.0|p||Hy|Ch|h|Node2||8|4|||||||2317.0|888.0|10.0|3.7|14.8|1027.0||11, 13, 14|7.0|10.0|7.0|7.0|0.0|Submerged length as in Rich (1991);  emergent length estimated as half of this|does not die back to basal buds but retains loose structure||
0920  1703|rorippa_palustris|Bras|Bras|Bras|N||n|0.44|60.0||a||Th||h|0||5|6||0.0|>65|0.0|<45||1353.0|332.0|7.0|3.6|15.2|914.0||11, 13|8.0|8.0|7.0|7.0|0.0|Rich (1991)|||
0920  1704|rorippa_sylvestris|Bras|Bras|Bras|N||n|0.73|60.0||p||hc||h|Rhiz1||7|3||0.0|60-65|0.0|<45||1129.0|107.0|7.0|3.6|15.4|886.0||11, 14|8.0|8.0|7.0|7.0|0.0|Rich (1991)|||
0920  1706|rosa_agrestis|Rosa|Rosa|Rosa|N||s||150.0||p||Pn||w|0||7|3||0.0|55-60|0.0|<45||55.0|39.0|0.0|4.1|15.6|836.0||7|8.0|3.0|8.0|3.0|0.0|Stace (1997)|||
0920  1707|rosa_arvensis|Rosa|Rosa|Rosa|N||n|-0.17|150.0||p||Pn||w|0||7|3||1.0|55-60|0.0|<45||1471.0|385.0|0.0|3.9|15.4|910.0||3|6.0|4.0|7.0|5.0|0.0|average of two heights given in CTW (1962)|||
0920  7533|rosa_caesia|Rosa|Rosa|Rosa|N||n||200.0||p||Pn|Ph|w|0||7|3||0.0|60-65|0.0|<45||729.0|23.0|0.0|2.8|13.8|1151.0||1, 3|8.0|3.0|7.0|3.0|0.0|Stace (1997)|||
0920  1708|rosa_canina_agg.|Rosa|Rosa|Rosa|N||n||300.0||p||Pn|Ph|w|0||7|3|||||||2576.0|856.0|12.0|3.7|15.1|993.0||1, 3|6.0|5.0|7.0|6.0|0.0|Stace (1997)|||
0920  1709|rosa_canina_sens.str.|Rosa|Rosa|Rosa|N||n||300.0||p||Pn|Ph|w|0||7|3||0.0|60-65|0.0|<45||1540.0|285.0|2.0|3.7|15.1|993.0||1, 3|6.0|5.0|7.0|6.0|0.0|Stace (1997)|||
0920  1712|rosa_micrantha|Rosa|Rosa|Rosa|N||n||300.0||p||Pn||w|0||7|3||0.0|55-60|0.0|<45||394.0|56.0|5.0|4.2|15.9|872.0||1, 3, 7|6.0|3.0|7.0|3.0|0.0|Stace (1997)|||
0920  1723|rosa_mollis|Rosa|Rosa|Rosa|N||n||150.0||p||Pn||w|Root||5|3||0.0|>65|0.0|<45||435.0|12.0|0.0|2.5|13.6|1138.0||1, 3, 16|5.0|5.0|7.0|4.0|0.0|Stace (1997)||somewhat suckering (CTW), suckering and when conditions are favourable forming dense thickets (BSBI Hbk)|
0920  1722|rosa_mollis_agg.|Rosa|Rosa|Rosa|N||n||150.0||p||Pn||w|0||5|3|||||||1894.0|538.0|1.0|3.4|14.1|1189.0||1, 3, 16|5.0|5.0|7.0|4.0|0.0|as R. sherardii and R. mollis|||
0920  1713|rosa_obtusifolia|Rosa|Rosa|Rosa|N||s||200.0||p||Pn|Ph|w|0||7|3||0.0|60-65|0.0|<45||193.0|2.0|0.0|3.6|16.1|728.0||1, 3|7.0|4.0|8.0|4.0|0.0|Stace (1997)|||
0920  1719|rosa_spinosissima|Rosa|Rosa|Rosa|N||n|-0.05|50.0||p||Ch|Pn|w|Root||7|5||0.0|>65|0.0|<45||924.0|308.0|10.0|3.8|14.4|1124.0||10, 16, 19|8.0|3.0|6.0|3.0|0.0|Stace (1997)|||
0920  1715|rosa_rubiginosa|Rosa|Rosa|Rosa|N||n||200.0||p||Pn||w|0||7|3||0.0|55-60|0.0|<45||360.0|55.0|1.0|3.6|15.1|845.0||3, 7|7.0|3.0|8.0|3.0|0.0|Stace (1997)|||
0920  1714|rosa_rubiginosa_agg.|Rosa|Rosa|Rosa|N||n||200.0||p||Pn||w|0||7|3|||||||1065.0|242.0|8.0|3.6|15.2|850.0||3, 7|7.0|3.0|8.0|3.0|0.0|as R. rubiginosa|||
0920  1716|rosa_rugosa|Rosa|Rosa|Rosa|AN||||150.0||p||Pn||w|Rhiz2|Root||||||||As2|875.0|65.0|7.0|3.8|15.0|967.0||3, 18, 19|8.0|3.0|6.0|3.0|2.0|Stace (1991); Bruun (2005) Biol. Flora|||
0920  1718|rosa_sherardii|Rosa|Rosa|Rosa|N||n||150.0||p||Pn||w|0||7|3||0.0|>65|0.0|<45||1121.0|362.0|0.0|3.4|14.2|1188.0||1, 3, 16|6.0|5.0|6.0|4.0|0.0|Stace (1997)|||
0920  1720|rosa_stylosa|Rosa|Rosa|Rosa|N||n||300.0||p||Pn|Ph|w|0||7|3||1.0|50-55|0.0|<45||286.0|25.0|1.0|4.3|16.1|847.0||1, 3|7.0|4.0|8.0|4.0|0.0|Stace (1997)|||
0920  1721|rosa_tomentosa|Rosa|Rosa|Rosa|N||n||300.0||p||Pn||w|0||7|3||0.0|55-60|0.0|<45||414.0|30.0|1.0|3.7|15.8|842.0||1, 3|7.0|4.0|7.0|4.0|0.0|Stace (1997)|||
0920  1725|rubia_peregrina|Rubi|Rubi|Gent|N||n|0.17|90.0||p||hc|Pn|sw|Rhiz2||9|1||1.0|50-55|0.0|<45||240.0|79.0|7.0|5.2|15.7|1031.0||1|6.0|4.0|8.0|5.0|0.0|Butcher (1961)|perhaps genuinely intermediate||
0920  2293|rubus_arcticus|Rosa|Rosa|Rosa|N|EX|x||30.0||p||hc||h|Rhiz2||4|6||0.0|>65|0.0|50-55||4.0|0.0|0.0|0.6|11.2|1782.0||10|7.0|5.0|7.0|4.0|0.0|Stace (1991)|||
0920  1726|rubus_caesius|Rosa|Rosa|Rosa|N||n|-0.34|50.0||p||Ch|Pn|w|Tip||7|4||0.0|60-65|0.0|<45||1339.0|166.0|5.0|3.8|15.6|851.0||3|7.0|7.0|7.0|6.0|0.0|estimated canopy height (MOH)|||
0920  1727|rubus_chamaemorus|Rosa|Rosa|Rosa|N||n|-0.47|20.0||p||hc||h|Rhiz2||4|6||0.0|>65|0.0|45-50||394.0|1.0|0.0|1.1|12.2|1594.0||10, 12|9.0|7.0|1.0|1.0|0.0|Stace (1997)|||
0920  1728|rubus_fruticosus_agg.|Rosa|Rosa|Rosa|N||n|-0.29|200.0||p||Pn||w|Tip||8|3||0.0|60-65|0.0|<45||2564.0|974.0|14.0|3.6|14.6|1089.0||1, 3|6.0|6.0|6.0|6.0|0.0|estimated canopy height (MOH)|||
0920  1729|rubus_idaeus|Rosa|Rosa|Rosa|N||n|-0.09|150.0||p||Pn||w|Root||5|6||0.0|>65|0.0|<45||2425.0|648.0|2.0|3.4|14.5|1095.0||1|6.0|5.0|5.0|5.0|0.0|Stace (1997)|||
0920  1730|rubus_saxatilis|Rosa|Rosa|Rosa|N||n|-0.27|40.0||p||hc||h|Stol2||5|5||0.0|>65|0.0|<45||793.0|132.0|0.0|2.4|13.0|1514.0||1, 7, 16|7.0|5.0|7.0|4.0|0.0|Stace (1997)|||
0920  1731|rubus_spectabilis|Rosa|Rosa|Rosa|AN||||200.0||p||Pn||w|Tip|||||||||Am4|210.0|153.0|0.0|3.4|13.8|1162.0||1, 3|6.0|6.0|5.0|5.0|0.0|Stace (1991)|||
0920  1734|rumex_acetosa|Poly|Poly|Cary|N||n|1.32|60.0||p||hc||h|0||5|4||0.0|>65|0.0|<45||2790.0|979.0|14.0|3.5|14.4|1105.0||5, 6|7.0|5.0|5.0|4.0|0.0|Stace (1991)|||
0920  1735|rumex_acetosella|Poly|Poly|Cary|N||n|-0.62|30.0||p||hc||h|Root||6|4||0.0|>65|0.0|<45||2743.0|865.0|14.0|3.5|14.4|1110.0||8, 9, 16|7.0|5.0|4.0|3.0|0.0|CTW (1962)|||
0920  1739|rumex_aquaticus|Poly|Poly|Cary|N|VU|r||180.0||p||hc|Hy|h|0||5|6|c|0.0|>65|0.0|<45||3.0|0.0|0.0|2.7|13.8|1795.0||11, 13, 14|7.0|9.0|7.0|7.0|0.0|Butcher (1961)|a semi-rosette hemicryptophyte||
0920  1741|rumex_conglomeratus|Poly|Poly|Cary|N||n|0.2|60.0||p||hc||h|0||8|4||1.0|55-60|0.0|<45||1768.0|702.0|12.0|3.9|15.2|953.0||11, 14|8.0|8.0|7.0|7.0|0.0|Stace (1991)|||
0920  1742|rumex_crispus|Poly|Poly|Cary|N||n|0.11|100.0||p||hc||h|0||8|4||0.0|>65|0.0|<45||2724.0|958.0|14.0|3.6|14.5|1087.0||3, 6, 19|8.0|6.0|7.0|6.0|2.0|Stace (1997)|||
0920  1745|rumex_hydrolapathum|Poly|Poly|Cary|N||n|-0.13|200.0||p||hc|Hy|h|0||7|3||0.0|60-65|0.0|<45||958.0|191.0|6.0|3.9|15.7|812.0||11|7.0|10.0|7.0|6.0|0.0|Stace (1997)|although a water plant, basic behaviour is as a semi-rosette hemicryptophyte||
0920  1746|rumex_longifolius|Poly|Poly|Cary|N||n|0.93|120.0||p||hc||h|0||4|5||0.0|>65|0.0|<45||590.0|0.0|0.0|2.3|13.0|1174.0||3, 13|7.0|6.0|7.0|7.0|0.0|Stace (1997)|||
0920  1747|rumex_maritimus|Poly|Poly|Cary|N||n|0.42|40.0||a|p|Th|hc|h|0||7|6||0.0|60-65|0.0|<45||398.0|17.0|3.0|3.7|15.9|709.0||13, 14|8.0|9.0|7.0|7.0|0.0|Stace (1991)|The books say annual to perennial;  the Germans (Floraweb) treat it as a therophyte||
0920  1748|rumex_obtusifolius|Poly|Poly|Cary|N||n|0.66|100.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2746.0|973.0|14.0|3.6|14.5|1100.0||3, 5, 17|7.0|5.0|7.0|9.0|0.0|Stace (1997)|||
0920  1749|rumex_palustris|Poly|Poly|Cary|N||n|0.31|60.0||p||hc||h|0||7|3||0.0|55-60|0.0|<45||235.0|0.0|0.0|3.6|16.2|637.0||13|7.0|8.0|7.0|8.0|0.0|Stace (1991)|||
0920  1737|rumex_alpinus|Poly|Poly|Cary|AR|||-0.42|70.0||p||hc||h|0||4|3||||||Eur|184.0|1.0|0.0|2.4|13.7|1052.0||3, 17|7.0|6.0|7.0|9.0|0.0|Stace (1991)|||
0920  1751|rumex_pulcher|Poly|Poly|Cary|N||n|0.24|40.0||p||hc||h|0||8|3||1.0|50-55|0.0|<45||508.0|0.0|14.0|4.2|16.3|772.0||3, 5, 6|7.0|6.0|7.0|7.0|0.0|Stace (1997)|||
0920  1752|rumex_rupestris|Poly|Poly|Cary|N|EN|s|-0.28|50.0||p||hc||h|0||7|0||1.0|50-55|0.0|<45||40.0|0.0|11.0|6.1|16.1|1000.0|Co|18, 19|7.0|8.0|5.0|5.0|0.0|Stace (1997)|||
0920  1753|rumex_sanguineus|Poly|Poly|Cary|N||n|0.66|60.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2026.0|749.0|11.0|3.8|15.0|1003.0||1|5.0|7.0|7.0|7.0|0.0|Stace (1991)|||
