species|Leaf shape: 5. leaf base|First historical record: 1. date|After-ripening requirement|Root depth: 1. type|Root persistence|Stomata: 1. surfaces present|Sepal number|Range: 3. continents where native|Range: 2. european countries where introduced|Age at first flowering|Incompatibility systems|Photosynthetic pathway|Vegetative reproduction/persistence: 2. pattern|Ellenberg: Temperature|Soil pH: 2. extreme minimum|Leaf lamina thickness: 1. range|Seed viability|Drought Tolerance|Height: 4. typical minimum (cm)|Chromosome number(s): 1. number|Maximum seedbank density (m2)|Change Index|Heteromorphy|Flow|Soil moisture: 3. supply|Lemma|Minimum temperature germination|Ellenberg: Continetality|Seed/ovule ratio|Cleistogamy|Dispersal agent|Height: 2. extreme minimum (cm)|Response to vertebrate grazing|Soil moisture: 1. water table|Normal method of propagation|Stomata: 3. density on upper surface (no/mm2)|Mono/poly-carpic|Longevity of stems (yrs)|Seedbank type|Petal no|Dynamics|Max. Stem Diameter (mm)|Pollen viability|Leaf shape: 6. petiole|Flowering time: 2. latest month|Germination requirements 3. temperature fluctuation|Petal (sepal) size (cm)|Mature leaf N concentration (mg/g)|rgr|Ellenberg Indicator: Salt|Altitude: 1. maximum recorded (m)|Seed production: 2. typical range (/flower)|Pollen vector|Status|Life Form: normal state|Soil pH: 1. extreme maximum|Exposure|Southern European Limit (Latitude, 5C band)|Response to drought|Ellenberg Indicator: Light|Northern Limit in Britain|Ellenberg Indicator: Nitrogen|Annual seed dispersal|Continentality|Dispersule size - length of longest axis (mm)|Nutrition|Stems: 2. support|Height: 3. typical maximum (cm)|Seed weight: 1. maximum (mg)|Minimum temperature at which 50% seeds germinate|Seedbank density: recorded values|Time of seed dispersal (season)|Water pH: 4. typical minimum|EW Index|Life-form|First historical record: 2. site|Leaf shape: 8. maximum petiole length (mm)|Ellenberg: pH|Inflorescence type|Ellenberg : Moisture|number of European countries in which native|July mean temperature|Heterophylly|Fine root diameter (um)|Altitude: 2. minimum recorded (m)|Leaf longevity: 2. number of months|Maximum depth of leaves|Maximum temperature of germination|2C DNA content (pg)|SN Index|British distribution (post 1949 records)|Seedbank longevity|Germination requirements 2. light|Mean seedbank density (m2)|Vegetative reproduction/persistence: 1. method|Dicliny|Germination type|Fertilization|Clonality: normal state|Rarity Status|Seed production: 1. maximum (/flower)|Mature leaf P concentration (mg/g)|Fossil record: 1. earliest record|Root hairs|Leaf shape: 1. type|Stamen number|Leaf shape: 4. length versus breadth|Root depth: 2. depth (cm)|Glume, upper|Photoperiodism: 1. type|Maximum temperature at which 50% seeds germinate|Conservation Status|Pollen: 1. mono/di-morphic|Heavy metal resistance|Life Form: less frequent state|Seedling growth rate - maximum (/d)|Physical defences on leaves|Medicinal Use|Response to frost (non-woody tissue)|Physical defences on stems|Leaf position|Southern European Limit|Flower colour|Time of germination (season)|Clonality: less frequent state|Auricle|Water nutrients|Seed production: 3. typical range (/plant)|Mean Spore Diameter (Pteridophytes) (µ m )|Soil pH: 4. typical minimum|Northern European Limit (Lat,5C band)|Stomata: 2. density on lower surface(no/mm2)|Flowering time: 1. earliest month|Water pH: 3. typical maximum|Leaf folding|Pollen: 2. diameter (um)|Spread|Germination requirements 1. chilling|Leaf area (cm2)|Carpel/Style number|Waterlogging tolerance|Response to frost (seedlings)|Water pH: 2. extreme minimum|Physical defences on flowers/fruits|Soil nutrients|Glume lower|Pollen/ovule ratio|Seed size - length of longest axis (mm)|Stomata 4: density, surface indeterminate (no/mm2)|Water pH: 1. extreme maximum|Mean plant dry mass(mg)|Leaf shape: 2. outline|Appendages on dispersal unit|Leaf shape: 7. minimum petiole length (mm)|Stigma number|Leaf shape: 3. pointed/round|Carnivory|Range: 4. continents where introduced|Height 5: Mean (cm)|Soil pH: 3. typical maximum|Photoperiodism: 2. threshold value (h)|Altitude: 4. typical minimum (m)|Palea|Leaf longevity: 1. type|Shade|Annual precipitation|Seed weight: 3. mean (mg)|Seed weight: 2. minimum (mg)|January mean temperature|Ligule|Flowering time: 3. peak month|Stems: 1. woodiness|Root hair length (mm)|Root system|Height: 1. extreme maximum (cm)|Minimum seedbank density (m2)|Shade tolerance|Range: 1. european countries where native|Dichogamy|Inbreeding (%)|Rgr max|Biome|Soil moisture: 2. drainage|Physical defences on buds|Salinity|Typical abundance where naturally occurring|Fossil record: 2. earliest postglacial record|Eastern Limit|id
bromopsis_inermis_subsp_inermis|parallel-sided|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|sheathing|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|nan|>3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|pointed|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|265
bromopsis_inermis_subsp_pumpelliana|parallel-sided|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|sheathing|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|nan|>3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|pointed|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2652
bromopsis_ramosa|parallel-sided|1634|nan|nan|nan|both|0|Africa, Europe|nan|nan|none|C3|nan|6, 6|5.2|nan|nan|nan|100|14, 28, 42|nan|-0.18|nan|nan|nan|1.2|nan|2|nan|nan|carried by mammals|nan|nan|nan|seed|42|polycarpic|<1|transient|0|nan|nan|nan|sheathing|8|nan|0|nan|nan|0, 0, 0|365|nan|wind|native|Hemicryptophyte|8.5|nan|<45|nan|4, 5, 6|No|6, 6, 7|nan|Not continental|14.5|autotrophic|self-supporting|140|nan|7|nan|autumn, summer|nan|4.23|hemicryptophyte|nan|0|7, 7, 7|panicle|5, 5, 6|24|15|none|150-200|0|nan|nan|nan|24|2.95|nan|nan|nan|nan|nan|hermaphrodite|epigeal|cross and self|Tussock forming graminoid|Present|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|1|nan|35|nan|nan|none|nan|nan|hairy|nan|nan|soft hairs|nan|No|green|nan|nan|nan|nan|nan|nan|5.3|60-65|2|7|nan|nan|nan|height = width|absolute|10-100|2|nan|nan|nan|nan|fertile|0.7|nan|9.2|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|nan|nan|7.9|nan|0|1|evergreen|mid|995|5.58, 7.1|nan|3.5|0.6|nan|non-woody|nan|fibrous|190|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|scattered|nan|European|1930440100
bromus_arvensis|parallel-sided|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|6, 6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0.8|nan|4|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|sheathing|nan|nan|0|nan|nan|0, 0|nan|nan|nan|nan|nan|nan|nan|nan|nan|6, 7|nan|4, 6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|8, 8|panicle|4, 4|nan|nan|none|nan|nan|nan|nan|nan|12.5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.25, 0.7|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|0.5|nan|nan|nan|nan|nan|nan|nan|nan|2|pointed|nan|nan|nan|nan|nan|nan|0.8|nan|nan|nan|2.2|nan|nan|nan|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1930440200
ceratochloa_carinata|parallel-sided|nan|nan|deep|nan|nan|0|North America|nan|nan|none|C3|nan|nan|nan|nan|nan|nan|30|56, 56|nan|2.09|nan|nan|nan|1.3|nan|nan|nan|some cleistogamous flowers|nan|nan|nan|nan|seed|nan|nan|<1|nan|0|increasing|nan|nan|sheathing|8|nan|0|nan|nan|0|nan|nan|wind|naturalised|Hemicryptophyte|nan|nan|nan|nan|8|No|6|nan|Not continental|nan|autotrophic|self-supporting|80|nan|nan|nan|nan|nan|4.37|hemicryptophyte|nan|0|6|panicle|5|nan|16|none|nan|nan|nan|nan|nan|20.9, 22.94|1.78|nan|nan|nan|nan|nan|nan|nan|normally self|Tussock forming graminoid|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|1.25|nan|nan|nan|nan|none|nan|nan|glabrous|nan|nan|glabrous|nan|No Data|green|nan|nan|nan|nan|nan|nan|5.5|nan|nan|6|nan|nan|nan|height = width|nan|nan|2|nan|nan|nan|nan|fertile, infertile|0.7|nan|nan|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|Europe|nan|8|nan|nan|nan|nan|none|744|6.95|nan|3.8|0.2|nan|non-woody|nan|fibrous|100|nan|nan|nan|nan|nan|nan|Mediterranean|free-draining, slow-draining|nan|nan|nan|nan|Hyperoceanic|1930440370
bromus_commutatus|parallel-sided|nan|nan|nan|nan|nan|0|Africa, Asia, Europe|nan|nan|none|C3|no ramets|7, 7|nan|nan|nan|nan|40|28|nan|1.07|nan|nan|nan|0.95|nan|4|nan|nan|nan|nan|nan|nan|seed|nan|nan|<1|nan|0|declining|nan|nan|sheathing|6|nan|0|nan|nan|0, 0, 1|nan|nan|wind|native|Therophyte|nan|nan|<45|nan|6, 7, 7|Yes|3, 5, 6|nan|Not continental|nan|autotrophic|self-supporting|120|nan|nan|nan|nan|nan|3.71|therophyte|nan|0|7, 7, 8|panicle|4, 4, 4|21|16|none|nan|nan|nan|nan|nan|21.7|1.65|nan|nan|nan|nan|none|hermaphrodite|nan|nan|Little or no vegetative spread|Present|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.75|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|No|green|nan|nan|nan|nan|nan|nan|nan|55-60|nan|6|nan|nan|nan|height = width|nan|10-100|2|nan|nan|nan|nan|nan|0.6|nan|nan|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|North America|nan|nan|nan|nan|0.8|nan|none|772|2.582, 4.65|nan|3.9|0.35|nan|non-woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|nan|nan|European|1930440250
bromus_hordeaceus|parallel-sided|1641|none|nan|nan|nan|0|Africa, Europe|nan|nan|none|C3|no ramets|6, 6|nan|nan|nan|nan|nan|28|18110|-0.37|nan|nan|nan|0.95|nan|3|nan|entirely cleistogamous|nan|nan|decreases|nan|seed|nan|monocarpic|nan|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|0|increasing|nan|nan|sheathing|7|none|0|nan|nan|0, 1, 1|548|nan|wind|native|Therophyte|nan|nan|<45|nan|7, 8, 8|No|3, 4, 5|nan|Not continental|9|autotrophic|procumbent, self-supporting|80|nan|nan|no persistent seedbank recorded|spring, summer|nan|4.38|hemicryptophyte, therophyte|nan|0|6x, 7, nan|panicle|4, 5x, x~|31|15|none|nan|0|nan|nan|nan|18.4, 21.20, 22.16|3.1|nan|1-5 yrs|none|3102|none|hermaphrodite|epigeal|normally self|Little or no vegetative spread|Present|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.75|nan|nan|nan|nan|none|nan|0.21|soft hairs|nan|nan|nan|nan|No|green|spring|nan|nan|nan|10-100|nan|nan|60-65|nan|5|nan|nan|nan|height = width|nan|1-10, 10-100|2|nan|nan|nan|nan|fertile|0.65|nan|6|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|North America|nan|nan|nan|0|0.9|hibernal|none|1051|0.91, 1.48, 2.342, 2.77, 2.9|nan|3.7|0.25|nan|non-woody|nan|fibrous|nan|133|nan|nan|nan|nan|nan|Southern Temperate|nan|nan|nan|frequent|nan|European|1930440270
bromus_hordeaceus_subsp_molliformis|parallel-sided|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|sheathing|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|nan|>3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|pointed|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|9203307
bromus_interruptus|parallel-sided|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0.825|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|sheathing|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|panicle|nan|nan|nan|none|nan|nan|nan|nan|nan|16.85|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.75|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|0.6|nan|nan|nan|nan|nan|nan|nan|nan|2|pointed|nan|nan|nan|nan|nan|nan|0.8|nan|nan|nan|3.05|nan|nan|0.15|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1930440280
bromus_japonicus|parallel-sided|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|7, 7|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1|nan|7|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|sheathing|nan|nan|0|nan|nan|0, 0|nan|nan|nan|nan|nan|nan|nan|nan|nan|8, 8|nan|3, 5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|8, 8|panicle|4, 4|nan|nan|none|nan|nan|nan|nan|nan|11|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.65|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|0.45|nan|nan|nan|nan|nan|nan|nan|nan|2|pointed|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2.61|nan|nan|nan|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1930440340
bromus_lanceolatus|parallel-sided|nan|nan|nan|nan|nan|0|Europe, southern, south-western|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|28|nan|nan|nan|nan|nan|1.5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|monocarpic|<1|nan|0|nan|nan|nan|sheathing|nan|nan|0|nan|nan|nan|nan|nan|wind|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|self supporting|nan|nan|nan|nan|nan|nan|nan|Chamaephyte|nan|nan|nan|panicle|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|1|nan|nan|nan|nan|nan|nan|nan|hairy|nan|nan|hairy|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1-10|2|nan|nan|nan|hairy|nan|0.7|nan|nan|nan|nan|nan|nan|nan|nan|2|pointed|nan|Australasia,N. America, Macronesia, Asia temperateSoviet Middle Asia, Caucasus, western Asia, Arabia, and China. Asia-tropical: India. Australasia: Au|nan|nan|nan|nan|nan|nan|nan|nan|3.931|nan|nan|nan|nan|not woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|1930440320
bromus_lepidus|parallel-sided|nan|nan|nan|nan|nan|0|nan|nan|nan|none|C3|no ramets|nan|nan|nan|nan|nan|15|28|nan|nan|nan|nan|nan|0.6|nan|nan|nan|nan|nan|nan|nan|nan|seed|nan|nan|<1|nan|0|declining|nan|nan|sheathing|8|nan|0|nan|nan|nan|nan|nan|wind|native|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|autotrophic|self-supporting|70|nan|nan|nan|nan|nan|3.84|therophyte|nan|0|nan|panicle|nan|nan|nan|none|nan|nan|nan|nan|nan|15.7|2.84|nan|nan|nan|nan|none|hermaphrodite|nan|normally self|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.55|nan|nan|nan|nan|none|nan|nan|hairy|nan|nan|nan|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|height = width|nan|1-10|2|nan|nan|nan|nan|nan|0.45|nan|nan|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|Europe|nan|nan|nan|nan|0.5|nan|none|nan|nan|nan|nan|0.1|nan|non-woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|scattered|nan|nan|1930440290
bromus_pseudosecalinus|parallel-sided|nan|nan|nan|nan|nan|0|Europe|nan|nan|nan|C3|no ramets|nan|nan|nan|nan|nan|30|14|nan|nan|nan|nan|nan|0.55|nan|nan|nan|nan|nan|nan|nan|nan|seed|nan|nan|<1|nan|0|nan|nan|nan|sheathing|7|nan|0|nan|nan|nan|nan|nan|wind|native|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|autotrophic|self-supporting|60|nan|nan|nan|nan|nan|nan|therophyte|nan|0|nan|panicle|nan|2|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.3|nan|nan|nan|nan|none|nan|nan|soft hairs|nan|nan|nan|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|height = width|nan|nan|2|nan|nan|nan|nan|nan|0.4|nan|nan|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|nan|none|nan|2.9644|nan|nan|nan|nan|non-woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|scattered|nan|nan|1930440210
bromus_racemosus|parallel-sided|1690|nan|nan|nan|nan|0|Europe|nan|nan|nan|C3|no ramets|6, 6|nan|nan|nan|nan|20|28|nan|0.74|nan|nan|nan|0.725|nan|2|nan|nan|nan|nan|nan|nan|seed|nan|nan|<1|nan|0|nan|nan|nan|sheathing|6|nan|0|nan|nan|0, 0, 1|365|nan|wind|native|Therophyte|nan|nan|<45|nan|6, 6, 7|No|5, 5, 8|nan|Not continental|nan|autotrophic|self-supporting|100|nan|nan|nan|nan|nan|4.58|therophyte|nan|0|5, 6, 7|panicle|6, 8, 8~|22|16|none|nan|nan|nan|nan|nan|27|1.72|nan|nan|nan|nan|none|nan|nan|nan|Little or no vegetative spread|Present|nan|nan|nan|nan|simple|3|>3 times as long as wide|>100|0.575|nan|nan|nan|nan|none|nan|nan|hairy|nan|nan|nan|nan|No|green|nan|nan|nan|nan|nan|nan|nan|55-60|nan|6|nan|nan|nan|height = width|nan|1-10|2|nan|nan|nan|nan|infertile|0.5|nan|nan|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|nan|nan|nan|nan|nan|0.7|nan|light|852|4.08, 4.2|nan|4|0.2|nan|non-woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|Temperate|nan|nan|nan|scattered|nan|European|1930440260
bromus_secalinus|parallel-sided|1666|nan|nan|nan|nan|0|Asia, Europe|nan|nan|none|C3|no ramets|6, 6|nan|nan|nan|nan|20|28|nan|-1.15|nan|nan|nan|0.8|nan|3|nan|pseudo-cleistogamous|nan|nan|nan|nan|seed|nan|nan|<1|short-term persistent, transient|0|nan|nan|nan|sheathing|7|nan|0|nan|nan|0, 0, 0|nan|nan|wind|naturalised|Therophyte|nan|nan|nan|nan|6, 6, 7|No|4, 5x, nan|nan|Not continental|nan|autotrophic|self-supporting|120|nan|nan|nan|nan|nan|3.71|therophyte|Hampstead, London|0|5, 5, 5|panicle|4, 5x, nan|12|16|none|nan|nan|nan|nan|nan|27.9|1.81|nan|nan|nan|nan|none|hermaphrodite|nan|cross and self, normally self|Little or no vegetative spread|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|0.65|nan|nan|nan|nan|none|nan|nan|soft hairs|nan|nan|nan|nan|No Data|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|6|nan|nan|nan|height = width|nan|1-10|2|nan|nan|nan|nan|nan|0.5, 0.8|nan|6.5|nan|nan|nan|entire, entire|nan|0|2|pointed|does not kill insects|Africa, North America|nan|nan|nan|nan|nan|nan|light|816|9.4, 9.5|nan|3.9|0.15|nan|non-woody|nan|fibrous|nan|nan|nan|nan|homogamous|nan|nan|Mediterranean|nan|nan|nan|nan|nan|Hyperoceanic|1930440220
bromus_x_pseudothominei=b_hordeaceus_x_b_lepidus|parallel-sided|nan|nan|nan|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|0|nan|nan|nan|sheathing|nan|nan|0|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|simple|3|>3 times as long as wide|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|green|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|2|pointed|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|non woody|nan|fibrous|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|920002383
brunnera_macrophylla|cordate|nan|nan|nan|nan|nan|5|Europe|UK|nan|nan|nan|clump|nan|nan|nan|nan|nan|nan|12|nan|nan|nan|nan|continuous|nan|nan|nan|nan|nan|nan|nan|nan|nan|seed|nan|polycarpic|nan|nan|5|nan|nan|nan|petiolate|nan|nan|0.275|nan|nan|nan|nan|1-10|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|autotrophic|self supporting|50|nan|nan|nan|nan|nan|nan|geophyte|nan|250|nan|cymes|nan|nan|nan|none|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|rhizome|hermaphrodite|nan|nan|nan|nan|4|nan|nan|nan|simple|5|lnth = breadth|nan|nan|nan|nan|nan|nan|nan|nan|nan|hairs|nan|resistant|hairs|nan|nan|blue|spring|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|ht = width|nan|nan|1|nan|nan|nan|nan|fertile|nan|nan|nan|nan|nan|nan|entire|nan|200|1|acute|does not kill insects|nan|nan|nan|nan|nan|nan|nan|light|nan|5.336|nan|nan|nan|5|not woody|nan|nan|nan|nan|nan|Caucasus|nan|nan|nan|nan|free draining|nan|nan|nan|nan|nan|1480200010
bryonia_dioica|cordate|1538|nan|nan|nan|lower|5|Africa, Asia, Europe|nan|nan|nan|C3|patch-forming|6, 6|nan|nan|nan|nan|nan|20, 40|nan|-0.5|nan|nan|nan|nan|nan|3|nan|nan|eaten by birds|nan|nan|nan|seed|0|nan|<1|nan|5|nan|nan|nan|petiolate|9|nan|0.7|nan|nan|0, 0, 0|167|1-10|insect|native|Non-bulbous geophyte|nan|nan|<45|nan|7, 7, 7|Yes|6, 7, 7|nan|Not continental|8.4|autotrophic|tendrils|300|nan|nan|nan|summer|nan|3.52|geophyte|nan|nan|7, 8, 8|cyme|5, 5, 5|18|16|none|nan|0|nan|nan|nan|3.3|1.92|nan|nan|nan|nan|branching root stock|dioecious|nan|obligatory cross|Little or no vegetative spread|Present|6|nan|nan|nan|simple|3|length = width|>100|nan|nan|nan|nan|nan|none|nan|nan|nan|aphrodisiac, gout|nan|stiff hairs|nan|No|pale green|spring|nan|nan|nan|nan|nan|nan|55-60|194|5|nan|nan|40.3|height = width|nan|nan|1|nan|nan|nan|nan|fertile, very fertile|nan|nan|nan|nan|nan|nan|lobed and toothed|nan|nan|3|pointed|does not kill insects|nan|nan|nan|nan|nan|nan|nan|light, none|726|11.6, 16, 22.4715, 9.43|nan|3.6|nan|nan|non-woody|nan|nan|nan|nan|nan|nan|nan|nan|nan|Mediterranean-Atlantic|free-draining|nan|nan|nan|nan|Suboceanic|1170030020
